,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,Google,Google added token,Google depth,manual label,name filter,google filter,filter prediction
1363,lazanda,fentanyl,fentanyl,True,True,,1,True,True,True,True
1364,abusable_opioid,fentanyl,False,False,True, slang,6,False,True,True,True
1365,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
1366,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1367,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1368,lozenges,fentanyl,False,False,True,,8,?,True,True,True
1369,lollipops,fentanyl,False,False,False,,-1,True,True,False,False
1370,medicated_patches,fentanyl,False,False,True,,8,False,True,True,True
1371,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
1372,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
1373,effentanyl,fentanyl,False,False,False,,-1,False,True,False,False
1374,apotex_fentanyl,fentanyl,False,True,True,,1,True,True,True,True
1375,duragesic_fentanyl,fentanyl,False,True,True,,1,True,True,True,True
1376,fentora_fentanyl,fentanyl,False,True,True,,1,True,True,True,True
1377,rheomacrodex,fentanyl,False,False,False,,-1,False,True,False,False
1378,fentyll,fentanyl,False,False,False,,-1,False,True,False,False
1379,fenatil,fentanyl,False,False,True,,1,False,True,True,True
1380,fenatyl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
1381,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1382,fenlylt,fentanyl,False,False,False,,-1,False,True,False,False
1383,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1384,subsys,fentanyl,fentanyl,True,True,,3,True,True,True,True
1385,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
1386,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1387,fentiyll,fentanyl,False,False,False,,-1,False,True,False,False
1388,fentenyll,fentanyl,False,False,True,,1,False,True,True,True
1389,fentyll,fentanyl,False,False,False,,-1,False,True,False,False
1390,fentynl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
1391,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
1392,fentoraceton,fentanyl,False,False,False,,-1,False,True,False,False
1393,fentoradine,fentanyl,False,False,False,,-1,False,True,False,False
1394,fentany,fentanyl,fentanyl,True,True,,1,True,True,True,True
1395,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
1396,fentres,fentanyl,False,False,False,,-1,False,True,False,False
1397,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1398,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1399,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1400,fentinl,fentanyl,False,False,True,,1,True,True,True,True
1401,fentyln,fentanyl,False,False,True,,1,False,True,True,True
1402,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
1403,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1404,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
1405,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
1406,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
1407,fentaynl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1408,fentaenyl,fentanyl,False,False,False,,-1,False,True,False,False
1409,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1410,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1411,fentinel,fentanyl,False,False,True,,1,True,True,True,True
1412,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1413,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
1414,licodin,fentanyl,False,False,False,,-1,False,True,False,False
1415,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1416,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1417,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1418,carfent,fentanyl,False,False,True,,2,False,True,True,True
1419,centanyl,fentanyl,False,False,True,,1,False,True,True,True
1420,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
1421,fentyl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
1422,fentyl,fentanyl,dicyclomine,False,True,,1,True,True,True,True
1423,fluoro-,fentanyl,False,False,True,,9,False,True,True,True
1424,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
1425,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1426,fenta,fentanyl,pentaerythritol_tetranitrate,False,True,,1,True,True,True,True
1427,fentynol,fentanyl,False,False,True,,1,True,True,True,True
1428,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1429,fentylin,fentanyl,False,False,True,,1,True,True,True,True
1430,fentanillo,fentanyl,False,False,True,,1,True,True,True,True
1431,fentamina,fentanyl,False,False,False,,-1,False,True,False,False
1432,fentanilo,fentanyl,False,False,True,,1,True,True,True,True
1433,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1434,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
1435,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
1436,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1437,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
1438,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1439,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
1440,suprasteroidal,fentanyl,False,False,False,,-1,False,True,False,False
1441,transdermal_fentanyl,fentanyl,False,True,True,,1,True,True,True,True
1442,dalaudid,fentanyl,hydromorphone,False,False,,-1,False,True,False,False
1443,hydromorphan,fentanyl,False,False,False,,-1,False,True,False,False
1444,morphine,fentanyl,morphine,False,False,,-1,False,False,False,False
1445,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
1446,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
1447,fentaynl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1448,fentyal,fentanyl,dicyclomine,False,True,,1,True,True,True,True
1449,funtanyl,fentanyl,False,False,False,,-1,True,True,False,False
1450,fentynyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1451,fentayl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1452,fentnyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1453,fentenyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1454,fenital,fentanyl,False,False,False,,-1,False,True,False,False
1455,fenetyl,fentanyl,False,False,True,,1,True,True,True,True
1456,fentanin,fentanyl,False,False,False,,-1,False,True,False,False
1457,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1458,fentantrilo,fentanyl,False,False,False,,-1,False,True,False,False
1459,phentanin,fentanyl,False,False,False,,-1,False,True,False,False
1460,phentanyl_sulfate,fentanyl,False,True,True,,1,False,True,True,True
1461,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
1462,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1463,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1464,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
1465,elemental_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
1466,fedynyl,fentanyl,False,False,False,,-1,False,True,False,False
1467,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
1468,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
1469,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1470,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
1471,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1472,fentanyls,fentanyl,fentanyl,True,True,,1,True,True,True,True
1473,sovral,fentanyl,False,False,False,,-1,False,True,False,False
1474,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1475,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
1476,fentoros,fentanyl,False,False,False,,-1,False,True,False,False
1477,fentos,fentanyl,False,False,True,,7,True,True,True,True
1478,fentram,fentanyl,False,False,False,,-1,False,True,False,False
1479,fentranyl,fentanyl,False,False,True,,1,True,True,True,True
1480,fentres,fentanyl,False,False,False,,-1,False,True,False,False
1481,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
1482,fentanoid,fentanyl,False,False,False,,-1,?,True,False,False
1483,fentanyl_derivatives,fentanyl,False,True,True,,1,False,True,True,True
1484,fenta,fentanyl,pentaerythritol_tetranitrate,False,True,,1,True,True,True,True
1485,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
1486,fyntanyl,fentanyl,False,False,True,,1,True,True,True,True
1487,alora,fentanyl,estradiol,False,False,,-1,False,True,False,False
1488,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1489,effentora,fentanyl,False,False,True,,1,True,True,True,True
1490,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
1491,miglyol,fentanyl,False,False,False,,-1,False,True,False,False
1492,opana,fentanyl,oxymorphone,False,False,,-1,False,True,False,False
1493,oxanil,fentanyl,False,False,False,,-1,False,True,False,False
1494,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1495,fentynyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1496,frontage,fentanyl,False,False,False,,-1,False,True,False,False
1497,effendi,fentanyl,False,False,False,,-1,False,True,False,False
1498,fetanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1499,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1500,fentylamine,fentanyl,False,False,False,,-1,False,True,False,False
1501,ctiq,fentanyl,False,False,False,,-1,False,True,False,False
1502,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1503,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1504,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1505,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
1506,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1507,fentanayl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1508,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1509,fentynyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1510,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1511,fentaynl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1512,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1513,acetyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
1514,fentanyl_analog,fentanyl,False,True,True,,1,False,True,True,True
1515,prodrug,fentanyl,lisdexamfetamine,False,False,,-1,False,True,False,False
1516,street_drug,fentanyl,False,False,True, pill,5,False,True,True,True
1517,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1518,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1519,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1520,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1521,effentora,fentanyl,False,False,True,,1,True,True,True,True
1522,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1523,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
1524,acetyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
1525,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1526,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1527,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1528,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
1529,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
1530,onsolis,fentanyl,False,False,True,,1,True,True,True,True
1531,abstral,fentanyl,fentanyl,True,True,,3,True,True,True,True
1532,instanyl,fentanyl,fentanyl,True,True,,3,True,True,True,True
1533,fentylamine,fentanyl,False,False,False,,-1,False,True,False,False
1534,skalfentanyl,fentanyl,False,False,False,,-1,False,True,False,False
1535,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
1536,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
1537,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1538,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
1539,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
1540,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1541,fentenyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1542,fentynol,fentanyl,False,False,True,,1,True,True,True,True
1543,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1544,carfentanyl,fentanyl,carfentanil,False,True,,4,False,True,True,True
1545,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1546,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1547,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
1548,effortil,fentanyl,False,False,False,,-1,False,True,False,False
1549,instanyl,fentanyl,fentanyl,True,True,,3,True,True,True,True
1550,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
1551,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1552,fentaq,fentanyl,False,False,False,,-1,False,True,False,False
1553,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
1554,matrinal,fentanyl,False,False,False,,-1,False,True,False,False
1555,metadona,fentanyl,False,False,False,,-1,False,True,False,False
1556,onsolis,fentanyl,False,False,True,,1,True,True,True,True
1557,subsys,fentanyl,fentanyl,True,True,,3,True,True,True,True
1558,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1559,easyway,fentanyl,False,False,False,,-1,False,True,False,False
1560,nxymedia,fentanyl,False,False,False,,-1,False,True,False,False
1561,oremifentan,fentanyl,False,False,False,,-1,False,True,False,False
1562,q-fent,fentanyl,False,False,True,,1,False,True,True,True
1563,quickshot,fentanyl,False,False,False,,-1,False,True,False,False
1564,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
1565,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
1566,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
1567,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
1568,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1569,dimethyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
1570,furanyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
1571,featnyl,fentanyl,False,False,False,,-1,False,True,False,False
1572,fenatanol,fentanyl,False,False,False,,-1,False,True,False,False
1573,fentanserin,fentanyl,False,False,False,,-1,False,True,False,False
1574,fentinol,fentanyl,fentanyl,True,True,,1,True,True,True,True
1575,fenthamfetamine,fentanyl,False,False,False,,-1,False,True,False,False
1576,furanyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
1577,norfentanyl,fentanyl,carfentanil,False,True,,4,False,True,True,True
1578,des_propionyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
1579,oh-phenyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
1580,ocfentanil,fentanyl,alfentanil,False,True,,2,False,True,True,True
1581,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
1582,sentanyl,fentanyl,False,False,True,,1,False,True,True,True
1583,fentanylal,fentanyl,False,False,False,,-1,False,True,False,False
1584,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
1585,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
1586,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1587,fentanest,fentanyl,False,False,True,,1,True,True,True,True
1588,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
1589,innopran,fentanyl,propranolol,False,False,,-1,False,True,False,False
1590,lent),fentanyl,False,False,False,,-1,False,True,False,False
1591,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1592,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
1593,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
1594,fentouyl,fentanyl,False,False,False,,-1,False,True,False,False
1595,fentunayl,fentanyl,False,False,False,,-1,False,True,False,False
1596,fentunyl,fentanyl,False,False,False,,-1,False,True,False,False
1597,fentuvyl,fentanyl,False,False,False,,-1,False,True,False,False
1598,fentwayl,fentanyl,False,False,False,,-1,False,True,False,False
1599,fenwayne,fentanyl,False,False,False,,-1,False,True,False,False
1600,fenzadol,fentanyl,False,False,False,,-1,False,True,False,False
1601,centanyl,fentanyl,False,False,True,,1,False,True,True,True
1602,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1603,effentora,fentanyl,False,False,True,,1,True,True,True,True
1604,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
1605,trofanil,fentanyl,False,False,False,,-1,False,True,False,False
1606,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
1607,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
1608,fentyyli,fentanyl,False,False,False,,-1,True,True,False,False
1609,fentanila,fentanyl,False,False,True,,1,True,True,True,True
1610,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
1611,abusable_opioid,fentanyl,False,False,True, slang,6,False,True,True,True
1612,fentannyl,fentanyl,False,False,True,,1,True,True,True,True
1613,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
1614,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
