,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,Google,Google added token,Google depth,manual label
2538,alprazalom,alprazolam,alprazolam,True,True,,1,True
2539,alprozalam,alprazolam,alprazolam,True,True,,1,True
2540,xanax,alprazolam,alprazolam,True,True,,1,True
2541,zanax,alprazolam,alprazolam,True,True,,8,True
2542,alprazlam,alprazolam,False,False,True,,3,True
2543,alprazolan,alprazolam,alprazolam,True,True,,7,True
2544,alprazolane,alprazolam,False,False,True,,11,False
2545,alprazolamum,alprazolam,False,False,True,,4,True
2546,ativan,alprazolam,lorazepam,False,False,,-1,False
2547,xanor,alprazolam,alprazolam,True,True,,2,True
2548,zaponex,alprazolam,False,False,False,,-1,False
2549,triazolam,alprazolam,triazolam,False,True, pill,11,False
2550,zanamivir,alprazolam,zanamivir,False,False,,-1,False
2551,aroxal,alprazolam,False,False,False,,-1,False
2552,xanor,alprazolam,alprazolam,True,True,,2,True
2553,talpress,alprazolam,False,False,False,,-1,False
2554,zanor,alprazolam,False,False,True, pill,1,True
2555,neozepam,alprazolam,False,False,True,,16,False
2556,iprozam,alprazolam,False,False,False,,-1,False
2557,xanor,alprazolam,alprazolam,True,True,,2,True
2558,zanax,alprazolam,alprazolam,True,True,,8,True
2559,atarax,alprazolam,hydroxyzine,False,True, pill,6,False
2560,benzodiazepine,alprazolam,benzodiazepine,False,True,,4,?
2561,dalmane,alprazolam,flurazepam,False,False,,-1,False
2562,estazolam,alprazolam,estazolam,False,False,,-1,False
2563,flurazepam,alprazolam,flurazepam,False,False,,-1,False
2564,halcion,alprazolam,triazolam,False,False,,-1,False
2565,librium,alprazolam,chlordiazepoxide,False,True,,23,False
2566,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2567,xanax,alprazolam,alprazolam,True,True,,1,True
2568,neopraz,alprazolam,False,False,False,,-1,False
2569,norpraz,alprazolam,False,False,False,,-1,False
2570,alorazolam,alprazolam,False,False,True,,2,True
2571,prazosin,alprazolam,prazosin,False,False,,-1,False
2572,alopam,alprazolam,False,False,True, pill,13,False
2573,q-pam,alprazolam,False,False,False,,-1,False
2574,xanax,alprazolam,alprazolam,True,True,,1,True
2575,xanax,alprazolam,alprazolam,True,True,,1,True
2576,alprazolam_pills,alprazolam,False,True,True,,2,?
2577,xanor,alprazolam,alprazolam,True,True,,2,True
2578,alprazolam_tablets,alprazolam,False,True,True,,1,?
2579,frontin,alprazolam,False,False,True,,29,True
2580,knewreck,alprazolam,False,False,False,,-1,False
2581,ativan,alprazolam,lorazepam,False,False,,-1,False
2582,alprazlam,alprazolam,False,False,True,,3,True
2583,bars,alprazolam,False,False,True, pill,1,True
2584,white_xanax,alprazolam,False,True,True,,4,True
2585,zanex,alprazolam,False,False,True,,9,True
2586,alpraz,alprazolam,False,False,True,,1,True
2587,xanx,alprazolam,alprazolam,True,True, pill,1,True
2588,alprazolapi,alprazolam,False,False,False,,-1,False
2589,calmpose,alprazolam,False,False,True,,29,False
2590,dalmane,alprazolam,flurazepam,False,False,,-1,False
2591,estazolam,alprazolam,estazolam,False,False,,-1,False
2592,flurazepam,alprazolam,flurazepam,False,False,,-1,False
2593,halazepam,alprazolam,halazepam,False,True, pill,9,False
2594,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2595,midazolam,alprazolam,midazolam,False,True, slang,15,False
2596,zolam,alprazolam,False,False,True,,2,True
2597,alprazolan,alprazolam,alprazolam,True,True,,7,True
2598,albrazolam,alprazolam,False,False,True,,1,False
2599,alprazorem,alprazolam,False,False,True,,1,False
2600,alprazolum,alprazolam,False,False,True,,3,True
2601,xanor,alprazolam,alprazolam,True,True,,2,True
2602,zanex,alprazolam,False,False,True,,9,True
2603,azolam,alprazolam,acetazolamide,False,True,,6,True
2604,alpam,alprazolam,False,False,False,,-1,True
2605,alpronax,alprazolam,False,False,True,,1,True
2606,alpraz,alprazolam,False,False,True,,1,True
2607,zanex,alprazolam,False,False,True,,9,True
2608,niravam,alprazolam,alprazolam,True,True,,2,True
2609,xanax,alprazolam,alprazolam,True,True,,1,True
2610,aplrazolam,alprazolam,alprazolam,True,True,,1,True
2611,xanor,alprazolam,alprazolam,True,True,,2,True
2612,frontin,alprazolam,False,False,True,,29,True
2613,iproxan,alprazolam,False,False,False,,-1,False
2614,aplrazolam,alprazolam,alprazolam,True,True,,1,True
2615,alpraz,alprazolam,False,False,True,,1,True
2616,alp,alprazolam,False,False,True, pill,1,True
2617,azolam,alprazolam,acetazolamide,False,True,,6,True
2618,alpraz,alprazolam,False,False,True,,1,True
2619,azolam,alprazolam,acetazolamide,False,True,,6,True
2620,zolam,alprazolam,False,False,True,,2,True
2621,azanix,alprazolam,False,False,False,,-1,False
2622,neurol,alprazolam,False,False,True, pill,25,True
2623,alfadelol,alprazolam,False,False,False,,-1,False
2624,alprazolum,alprazolam,False,False,True,,3,True
2625,ativan,alprazolam,lorazepam,False,False,,-1,False
2626,valium,alprazolam,diazepam,False,True,,9,False
2627,serax,alprazolam,oxazepam,False,False,,-1,False
2628,benzodiazepine,alprazolam,benzodiazepine,False,True,,4,?
2629,xanor,alprazolam,alprazolam,True,True,,2,True
2630,sereni,alprazolam,False,False,False,,-1,False
2631,calmpose,alprazolam,False,False,True,,29,False
2632,atarax,alprazolam,hydroxyzine,False,True, pill,6,False
2633,abrax,alprazolam,False,False,False,,-1,False
2634,tranxene,alprazolam,clorazepate,False,True, pill,28,False
2635,zol,alprazolam,zoledronic_acid,False,False,,-1,False
2636,aplrazolam,alprazolam,alprazolam,True,True,,1,True
2637,alpraolam,alprazolam,alprazolam,True,True,,3,True
2638,alprazloam,alprazolam,False,False,True,,3,True
2639,alprazoalm,alprazolam,False,False,True,,7,True
2640,alprazolma,alprazolam,False,False,True,,1,True
2641,zyp,alprazolam,False,False,False,,-1,False
2642,alzolam,alprazolam,False,False,True,,5,True
2643,alp,alprazolam,False,False,True, pill,1,True
2644,praz,alprazolam,crab,False,True, pill,6,False
2645,alpraz,alprazolam,False,False,True,,1,True
2646,xanor,alprazolam,alprazolam,True,True,,2,True
2647,oxazepam,alprazolam,oxazepam,False,False,,-1,False
2648,bars,alprazolam,False,False,True, pill,1,True
2649,white_boys,alprazolam,False,False,False,,-1,True
2650,ativan,alprazolam,lorazepam,False,False,,-1,False
2651,xanax,alprazolam,alprazolam,True,True,,1,True
2652,benzodiazepines,alprazolam,benzodiazepine,False,True, pill,1,?
2653,benzos,alprazolam,False,False,True, pill,3,?
2654,trankimazin,alprazolam,False,False,True,,5,True
2655,Helex,alprazolam,azelaic_acid,False,True, pill,7,True
2656,prozac,alprazolam,fluoxetine,False,False,,-1,False
2657,zoloft,alprazolam,sertraline,False,False,,-1,False
2658,zolanix,alprazolam,False,False,False,,-1,False
2659,tranquilizers,alprazolam,False,False,True,,4,?
2660,sedatives,alprazolam,False,False,True,,2,?
2661,frontin,alprazolam,False,False,True,,29,True
2662,serentyl,alprazolam,False,False,False,,-1,False
2663,tranquil_Emerging,alprazolam,False,False,False,,-1,False
2664,tranxene,alprazolam,clorazepate,False,True, pill,28,False
2665,valium,alprazolam,diazepam,False,True,,9,False
2666,versed,alprazolam,midazolam,False,False,,-1,False
2667,xydep,alprazolam,False,False,False,,-1,False
2668,alpraz,alprazolam,False,False,True,,1,True
2669,alprazs,alprazolam,False,False,True,,1,True
2670,alprazol,alprazolam,False,False,True,,1,True
2671,alprazolol,alprazolam,False,False,True,,1,False
2672,ativan,alprazolam,lorazepam,False,False,,-1,False
2673,benzodiazepines,alprazolam,benzodiazepine,False,True, pill,1,?
2674,blue_lotus,alprazolam,False,False,False,,-1,False
2675,chamomile,alprazolam,False,False,False,,-1,False
2676,diazepam,alprazolam,diazepam,False,True, drug,6,False
2677,event_cases,alprazolam,False,False,False,,-1,False
2678,gabapentin,alprazolam,gabapentin,False,False,,-1,False
2679,GHB,alprazolam,gamma_hydroxybutyric_acid,False,False,,-1,False
2680,herbs,alprazolam,False,False,False,,-1,False
2681,kava,alprazolam,kava,False,False,,-1,False
2682,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2683,meditation,alprazolam,False,False,False,,-1,False
2684,natural_treatments,alprazolam,False,False,False,,-1,False
2685,passionflower,alprazolam,passiflora_incarnata_flower,False,False,,-1,False
2686,phenibut,alprazolam,False,False,False,,-1,False
2687,valerianroot,alprazolam,False,False,True, drug,9,False
2688,ativan,alprazolam,lorazepam,False,False,,-1,False
2689,alprazalm,alprazolam,False,False,True,,1,True
2690,alprazlam,alprazolam,False,False,True,,3,True
2691,alpraz,alprazolam,False,False,True,,1,True
2692,xanax,alprazolam,alprazolam,True,True,,1,True
2693,tripod,alprazolam,False,False,False,,-1,False
2694,z-bars,alprazolam,False,False,True,,8,True
2695,aripiprazole,alprazolam,aripiprazole,False,False,,-1,False
2696,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2697,clonazepam,alprazolam,clonazepam,False,True,,21,False
2698,diazepam,alprazolam,diazepam,False,True, drug,6,False
2699,zolpidem,alprazolam,zolpidem,False,False,,-1,False
2700,ativan,alprazolam,lorazepam,False,False,,-1,False
2701,klonopin,alprazolam,clonazepam,False,True,,14,False
2702,valium,alprazolam,diazepam,False,True,,9,False
2703,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2704,clonazepam,alprazolam,clonazepam,False,True,,21,False
2705,zoloft,alprazolam,sertraline,False,False,,-1,False
2706,fluoxetine,alprazolam,fluoxetine,False,False,,-1,False
2707,zanex,alprazolam,False,False,True,,9,True
2708,xanor,alprazolam,alprazolam,True,True,,2,True
2709,alprazolamine,alprazolam,False,False,True,,2,True
2710,alprazolan,alprazolam,alprazolam,True,True,,7,True
2711,alprazolanes,alprazolam,False,False,True,,4,True
2712,alprazoles,alprazolam,False,False,True, pill,1,False
2713,alprazoline,alprazolam,False,False,True,,1,False
2714,zolpidem,alprazolam,zolpidem,False,False,,-1,False
2715,zoloft,alprazolam,sertraline,False,False,,-1,False
2716,valium,alprazolam,diazepam,False,True,,9,False
2717,xanor,alprazolam,alprazolam,True,True,,2,True
2718,xanax,alprazolam,alprazolam,True,True,,1,True
2719,alpzepam,alprazolam,False,False,False,,-1,False
2720,q-pam,alprazolam,False,False,False,,-1,False
2721,ciplazid,alprazolam,False,False,False,,-1,False
2722,ipamorelin,alprazolam,ipamorelin,False,False,,-1,False
2723,xanax,alprazolam,alprazolam,True,True,,1,True
2724,xanys,alprazolam,False,False,True, pill,1,True
2725,xaniz,alprazolam,False,False,True, pill,1,False
2726,xalka,alprazolam,False,False,False,,-1,False
2727,xalgo,alprazolam,False,False,False,,-1,False
2728,xalva,alprazolam,False,False,False,,-1,False
2729,xanef,alprazolam,False,False,False,,-1,False
2730,xalol,alprazolam,acetaminophen,False,True,,9,True
2731,alprazolan,alprazolam,alprazolam,True,True,,7,True
2732,alprazolane,alprazolam,False,False,True,,11,False
2733,alprazolamet,alprazolam,False,False,True,,1,False
2734,alprazolamin,alprazolam,False,False,True,,1,False
2735,alprazolamne,alprazolam,False,False,True,,1,False
2736,alprazolam-Pentaerythritol_Tetranitrate,alprazolam,False,False,True,,1,False
2737,"Alpraz,_Alprax,_Alzam,_Alzolam,_Xanax,_Zolam",alprazolam,False,False,True,,1,False
2738,ativan,alprazolam,lorazepam,False,False,,-1,False
2739,xanx,alprazolam,alprazolam,True,True, pill,1,True
2740,alzolam,alprazolam,False,False,True,,5,True
2741,alprazlam,alprazolam,False,False,True,,3,True
2742,alprazolan,alprazolam,alprazolam,True,True,,7,True
2743,alprazolane,alprazolam,False,False,True,,11,False
2744,alprazolam,alprazolam,alprazolam,True,True,,1,True
2745,anxiolin,alprazolam,False,False,False,,-1,False
2746,anzepam,alprazolam,False,False,True, drug,12,False
2747,apo-alpraz,alprazolam,False,False,True,,1,True
2748,eloprazolam,alprazolam,False,False,False,,-1,False
2749,triazolam,alprazolam,triazolam,False,True, pill,11,False
2750,alprazolum,alprazolam,False,False,True,,3,True
2751,ativan,alprazolam,lorazepam,False,False,,-1,False
2752,xanbars,alprazolam,False,False,True,,13,True
2753,zanbars,alprazolam,False,False,True,,8,True
2754,tranks,alprazolam,False,False,True, drug,19,?
2755,zolam,alprazolam,False,False,True,,2,True
2756,zolmitriptan,alprazolam,zolmitriptan,False,False,,-1,False
2757,alprazolane,alprazolam,False,False,True,,11,False
2758,atarax,alprazolam,hydroxyzine,False,True, pill,6,False
2759,benzodiazepam,alprazolam,False,False,True,,24,?
2760,clonazepam,alprazolam,clonazepam,False,True,,21,False
2761,diazepam,alprazolam,diazepam,False,True, drug,6,False
2762,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2763,medazepam,alprazolam,temazepam,False,True, slang,23,False
2764,oxazepam,alprazolam,oxazepam,False,False,,-1,False
2765,temazepam,alprazolam,temazepam,False,True, pill,16,False
2766,triazolam,alprazolam,triazolam,False,True, pill,11,False
2767,zolpidem,alprazolam,zolpidem,False,False,,-1,False
2768,azepam,alprazolam,oxazepam,False,True, drug,16,False
2769,benzodiazepine,alprazolam,benzodiazepine,False,True,,4,?
2770,xanax,alprazolam,alprazolam,True,True,,1,True
2771,xanor,alprazolam,alprazolam,True,True,,2,True
2772,zolam,alprazolam,False,False,True,,2,True
2773,ativan,alprazolam,lorazepam,False,False,,-1,False
2774,ativan,alprazolam,lorazepam,False,False,,-1,False
2775,xanax,alprazolam,alprazolam,True,True,,1,True
2776,azolam,alprazolam,acetazolamide,False,True,,6,True
2777,zolam,alprazolam,False,False,True,,2,True
2778,xanax,alprazolam,alprazolam,True,True,,1,True
2779,xanax,alprazolam,alprazolam,True,True,,1,True
2780,xanor,alprazolam,alprazolam,True,True,,2,True
2781,niravam,alprazolam,alprazolam,True,True,,2,True
2782,ativan,alprazolam,lorazepam,False,False,,-1,False
2783,klonopin,alprazolam,clonazepam,False,True,,14,False
2784,valium,alprazolam,diazepam,False,True,,9,False
2785,librium,alprazolam,chlordiazepoxide,False,True,,23,False
2786,tranxene,alprazolam,clorazepate,False,True, pill,28,False
2787,alpraxyam,alprazolam,False,False,False,,-1,False
2788,alprazond,alprazolam,False,False,True,,7,False
2789,zoloft,alprazolam,sertraline,False,False,,-1,False
2790,ativan,alprazolam,lorazepam,False,False,,-1,False
2791,xanax,alprazolam,alprazolam,True,True,,1,True
2792,alprazolams,alprazolam,alprazolam,True,True,,1,True
2793,alazopram,alprazolam,False,False,True,,1,True
2794,zoloft,alprazolam,sertraline,False,False,,-1,False
2795,celexa,alprazolam,citalopram,False,True, slang,13,False
2796,lexapro,alprazolam,escitalopram,False,False,,-1,False
2797,prozac,alprazolam,fluoxetine,False,False,,-1,False
2798,paxil,alprazolam,paroxetine,False,False,,-1,False
2799,zolpidem,alprazolam,zolpidem,False,False,,-1,False
2800,alprazolan,alprazolam,alprazolam,True,True,,7,True
2801,alprazolom,alprazolam,alprazolam,True,True,,6,True
2802,zanaflex,alprazolam,tizanidine,False,False,,-1,False
2803,azapiron,alprazolam,False,False,False,,-1,False
2804,xanax,alprazolam,alprazolam,True,True,,1,True
2805,prazosin,alprazolam,prazosin,False,False,,-1,False
2806,serenica,alprazolam,False,False,False,,-1,False
2807,xanax,alprazolam,alprazolam,True,True,,1,True
2808,serenlae,alprazolam,False,False,False,,-1,False
2809,tranquilar,alprazolam,False,False,False,,-1,False
2810,apo-alpraz,alprazolam,False,False,True,,1,True
2811,zelebra,alprazolam,False,False,False,,-1,False
2812,alazor,alprazolam,False,False,False,,-1,False
2813,alpress,alprazolam,False,False,True, pill,16,False
2814,cairene,alprazolam,False,False,False,,-1,False
2815,zoloft,alprazolam,sertraline,False,False,,-1,False
2816,alpzolam,alprazolam,False,False,True,,1,True
2817,prazolam,alprazolam,alprazolam,True,True,,4,True
2818,zoloft,alprazolam,sertraline,False,False,,-1,False
2819,prozac,alprazolam,fluoxetine,False,False,,-1,False
2820,pax,alprazolam,False,False,True, drug,4,?
2821,alprazalam,alprazolam,alprazolam,True,True,,1,True
2822,aplrazolam,alprazolam,alprazolam,True,True,,1,True
2823,albrazolam,alprazolam,False,False,True,,1,False
2824,alfrazolam,alprazolam,False,False,True,,2,True
2825,aprozalam,alprazolam,False,False,True,,2,True
2826,alprazalam,alprazolam,alprazolam,True,True,,1,True
2827,zoloft,alprazolam,sertraline,False,False,,-1,False
2828,xanac,alprazolam,alprazolam,True,True,,7,True
2829,zanax,alprazolam,alprazolam,True,True,,8,True
2830,ativan,alprazolam,lorazepam,False,False,,-1,False
2831,centrax,alprazolam,prazepam,False,False,,-1,False
2832,dalmane,alprazolam,flurazepam,False,False,,-1,False
2833,estazolam,alprazolam,estazolam,False,False,,-1,False
2834,flurazepam,alprazolam,flurazepam,False,False,,-1,False
2835,halcion,alprazolam,triazolam,False,False,,-1,False
2836,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2837,oxazepam,alprazolam,oxazepam,False,False,,-1,False
2838,prazepam,alprazolam,prazepam,False,True,,17,False
2839,quazepam,alprazolam,quazepam,False,True, slang,4,False
2840,serax,alprazolam,oxazepam,False,False,,-1,False
2841,restoril,alprazolam,temazepam,False,True, pill,15,False
2842,tranxene,alprazolam,clorazepate,False,True, pill,28,False
2843,valium,alprazolam,diazepam,False,True,,9,False
2844,versed,alprazolam,midazolam,False,False,,-1,False
2845,xanor,alprazolam,alprazolam,True,True,,2,True
2846,xanafil,alprazolam,False,False,False,,-1,False
2847,zanaflex,alprazolam,tizanidine,False,False,,-1,False
2848,azapiram,alprazolam,False,False,False,,-1,False
2849,nefazadone,alprazolam,nefazodone,False,False,,-1,False
2850,triazoloam,alprazolam,False,False,True, drug,22,False
2851,ativan,alprazolam,lorazepam,False,False,,-1,False
2852,xanax,alprazolam,alprazolam,True,True,,1,True
2853,xaxolam,alprazolam,False,False,False,,-1,False
2854,zanbars,alprazolam,False,False,True,,8,True
2855,zolbars,alprazolam,False,False,False,,-1,False
2856,All_of_the_above.,alprazolam,False,False,False,,-1,False
2857,xanax,alprazolam,alprazolam,True,True,,1,True
2858,alfresco,alprazolam,False,False,False,,-1,False
2859,alprazalam,alprazolam,alprazolam,True,True,,1,True
2860,alprazloam,alprazolam,False,False,True,,3,True
2861,alprazoml,alprazolam,False,False,False,,-1,False
2862,alprazomal,alprazolam,False,False,True,,3,True
2863,azapiram,alprazolam,False,False,False,,-1,False
2864,alprazdolam,alprazolam,False,False,False,,-1,False
2865,alprazoram,alprazolam,False,False,True,,1,True
2866,almazolam,alprazolam,False,False,True,,1,False
2867,zoloft,alprazolam,sertraline,False,False,,-1,False
2868,alprazolon,alprazolam,False,False,True,,1,True
2869,alazopram,alprazolam,False,False,True,,1,True
2870,alfazolam,alprazolam,False,False,True,,1,True
2871,alprazolim,alprazolam,False,False,True,,2,True
2872,alprazolame,alprazolam,False,False,True,,2,False
2873,alprazolan,alprazolam,alprazolam,True,True,,7,True
2874,alprazolum,alprazolam,False,False,True,,3,True
2875,alphrazolam,alprazolam,False,False,True,,4,True
2876,zolpidem,alprazolam,zolpidem,False,False,,-1,False
2877,albert,alprazolam,False,False,False,,-1,False
2878,blue_footballs,alprazolam,False,False,True,,6,True
2879,benzos,alprazolam,False,False,True, pill,3,?
2880,xanies,alprazolam,False,False,True,,7,True
2881,white_bars,alprazolam,False,False,True, pill,9,True
2882,xanor,alprazolam,alprazolam,True,True,,2,True
2883,alprenolam,alprazolam,False,False,False,,-1,False
2884,alprazolom,alprazolam,alprazolam,True,True,,6,True
2885,xanax,alprazolam,alprazolam,True,True,,1,True
2886,benzodiazepine,alprazolam,benzodiazepine,False,True,,4,?
2887,zoloft,alprazolam,sertraline,False,False,,-1,False
2888,xanor,alprazolam,alprazolam,True,True,,2,True
2889,amondar,alprazolam,False,False,False,,-1,False
2890,virergis,alprazolam,False,False,False,,-1,False
2891,xanax,alprazolam,alprazolam,True,True,,1,True
2892,zolam,alprazolam,False,False,True,,2,True
2893,torazolam,alprazolam,False,False,False,,-1,False
2894,neazolam,alprazolam,False,False,False,,-1,False
2895,olazepam,alprazolam,False,False,False,,-1,False
2896,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2897,alprozolam,alprazolam,alprazolam,True,True,,4,True
2898,alprazomam,alprazolam,False,False,True,,2,True
2899,xetacam,alprazolam,False,False,False,,-1,False
2900,alprax,alprazolam,alprazolam,False,True,,3,True
2901,alprolazam,alprazolam,False,False,True,,1,True
2902,ativan,alprazolam,lorazepam,False,False,,-1,False
2903,clonazepam,alprazolam,clonazepam,False,True,,21,False
2904,diazepam,alprazolam,diazepam,False,True, drug,6,False
2905,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2906,zolpidem,alprazolam,zolpidem,False,False,,-1,False
2907,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2908,benzodiazepines,alprazolam,benzodiazepine,False,True, pill,1,?
2909,tranquilizers,alprazolam,False,False,True,,4,?
2910,xanax,alprazolam,alprazolam,True,True,,1,True
2911,alpraz,alprazolam,False,False,True,,1,True
2912,alpram,alprazolam,False,False,True,,2,True
2913,alprax,alprazolam,alprazolam,False,True,,3,True
2914,aprazolam,alprazolam,alprazolam,True,True,,4,True
2915,xanor,alprazolam,alprazolam,True,True,,2,True
2916,zopax,alprazolam,False,False,True,,16,True
2917,ativan,alprazolam,lorazepam,False,False,,-1,False
2918,klonopin,alprazolam,clonazepam,False,True,,14,False
2919,valium,alprazolam,diazepam,False,True,,9,False
2920,librium,alprazolam,chlordiazepoxide,False,True,,23,False
2921,restoril,alprazolam,temazepam,False,True, pill,15,False
2922,tranxene,alprazolam,clorazepate,False,True, pill,28,False
2923,versed,alprazolam,midazolam,False,False,,-1,False
2924,xanax_bars,alprazolam,False,True,True,,7,True
2925,Lorazepam,alprazolam,lorazepam,False,False,,-1,False
2926,Ativan,alprazolam,lorazepam,False,False,,-1,False
2927,ativan,alprazolam,lorazepam,False,False,,-1,False
2928,valium,alprazolam,diazepam,False,True,,9,False
2929,xanex,alprazolam,alprazolam,True,True,,26,True
2930,klonopin,alprazolam,clonazepam,False,True,,14,False
2931,restoril,alprazolam,temazepam,False,True, pill,15,False
2932,librium,alprazolam,chlordiazepoxide,False,True,,23,False
2933,alazolam,alprazolam,False,False,True,,1,True
2934,zanex,alprazolam,False,False,True,,9,True
2935,ativan,alprazolam,lorazepam,False,False,,-1,False
2936,ativan,alprazolam,lorazepam,False,False,,-1,False
2937,xanax_bars,alprazolam,False,True,True,,7,True
2938,zanbars,alprazolam,False,False,True,,8,True
2939,alazolam,alprazolam,False,False,True,,1,True
2940,alprolazam,alprazolam,False,False,True,,1,True
2941,alpram,alprazolam,False,False,True,,2,True
2942,aplrazolam,alprazolam,alprazolam,True,True,,1,True
2943,alprazaman,alprazolam,False,False,False,,-1,False
2944,halcion,alprazolam,triazolam,False,False,,-1,False
2945,xanax,alprazolam,alprazolam,True,True,,1,True
2946,alprozolam,alprazolam,alprazolam,True,True,,4,True
2947,alfrazolam,alprazolam,False,False,True,,2,True
2948,alprazzolam,alprazolam,False,False,True,,1,True
2949,alprozam,alprazolam,alprazolam,True,True,,8,True
2950,alprazomon,alprazolam,False,False,False,,-1,False
2951,alprastad,alprazolam,False,False,True,,10,True
2952,alprazolomide,alprazolam,False,False,False,,-1,False
2953,xanbars,alprazolam,False,False,True,,13,True
2954,xanadus,alprazolam,False,False,False,,-1,False
2955,xanies,alprazolam,False,False,True,,7,True
2956,xanaxxes,alprazolam,False,False,True, pill,12,True
2957,alprolazam,alprazolam,False,False,True,,1,True
2958,alprazalam,alprazolam,alprazolam,True,True,,1,True
2959,nefret,alprazolam,False,False,False,,-1,False
2960,pleavel,alprazolam,False,False,False,,-1,False
2961,xanax,alprazolam,alprazolam,True,True,,1,True
2962,jasmine,alprazolam,False,False,False,,-1,False
2963,ecstacy,alprazolam,midomafetamine,False,False,,-1,False
2964,xanor,alprazolam,alprazolam,True,True,,2,True
2965,ativan,alprazolam,lorazepam,False,False,,-1,False
2966,ativan,alprazolam,lorazepam,False,False,,-1,False
2967,xanax,alprazolam,alprazolam,True,True,,1,True
2968,oxanogen,alprazolam,False,False,False,,-1,False
2969,panicutrin,alprazolam,False,False,False,,-1,False
2970,ativan,alprazolam,lorazepam,False,False,,-1,False
2971,clonazepam,alprazolam,clonazepam,False,True,,21,False
2972,diazepam,alprazolam,diazepam,False,True, drug,6,False
2973,lorazepam,alprazolam,lorazepam,False,False,,-1,False
2974,midazolam,alprazolam,midazolam,False,True, slang,15,False
2975,temazepam,alprazolam,temazepam,False,True, pill,16,False
2976,triazolam,alprazolam,triazolam,False,True, pill,11,False
2977,zanax,alprazolam,alprazolam,True,True,,8,True
2978,alprax,alprazolam,alprazolam,False,True,,3,True
2979,zoloft,alprazolam,sertraline,False,False,,-1,False
2980,zanex,alprazolam,False,False,True,,9,True
2981,ativan,alprazolam,lorazepam,False,False,,-1,False
2982,alprozalam,alprazolam,alprazolam,True,True,,1,True
2983,zanapope,alprazolam,False,False,False,,-1,False
2984,zolofts,alprazolam,sertraline,False,False,,-1,False
2985,alprazalam,alprazolam,alprazolam,True,True,,1,True
2986,alprazolam,alprazolam,alprazolam,True,True,,1,True
2987,ativan,alprazolam,lorazepam,False,False,,-1,False
2988,restoril,alprazolam,temazepam,False,True, pill,15,False
2989,klonopin,alprazolam,clonazepam,False,True,,14,False
2990,valium,alprazolam,diazepam,False,True,,9,False
2991,xanax,alprazolam,alprazolam,True,True,,1,True
2992,zamzepam,alprazolam,False,False,False,,-1,False
2993,xanax,alprazolam,alprazolam,True,True,,1,True
2994,aleprazam,alprazolam,False,False,False,,-1,False
2995,alirazam,alprazolam,False,False,False,,-1,False
2996,alurozam,alprazolam,False,False,False,,-1,False
2997,alprazilam,alprazolam,False,False,True,,3,True
2998,alprazalam,alprazolam,alprazolam,True,True,,1,True
2999,alprazolan,alprazolam,alprazolam,True,True,,7,True
3000,alprazolum,alprazolam,False,False,True,,3,True
3001,azorial,alprazolam,False,False,False,,-1,False
3002,calmpose,alprazolam,False,False,True,,29,False
3003,calmovil,alprazolam,False,False,False,,-1,False
3004,dalmane,alprazolam,flurazepam,False,False,,-1,False
3005,estazolam,alprazolam,estazolam,False,False,,-1,False
3006,frontal,alprazolam,False,False,True, drug,6,True
3007,habenula,alprazolam,False,False,False,,-1,False
3008,jumex,alprazolam,selegiline,False,False,,-1,False
3009,klonopin,alprazolam,clonazepam,False,True,,14,False
3010,lorazepam,alprazolam,lorazepam,False,False,,-1,False
3011,lotusate,alprazolam,False,False,False,,-1,False
3012,novoflurane,alprazolam,False,False,False,,-1,False
3013,oxazepam,alprazolam,oxazepam,False,False,,-1,False
3014,paraldehyde,alprazolam,paraldehyde,False,False,,-1,False
3015,phenazepam,alprazolam,False,False,False,,-1,False
3016,phenobarb,alprazolam,phenobarbital,False,False,,-1,False
3017,pinazepam,alprazolam,False,False,False,,-1,False
3018,pyrazolam,alprazolam,False,False,True,,12,False
3019,serenic,alprazolam,False,False,False,,-1,False
3020,serax,alprazolam,oxazepam,False,False,,-1,False
3021,temazepam,alprazolam,temazepam,False,True, pill,16,False
3022,trankimazin,alprazolam,False,False,True,,5,True
3023,triazolam,alprazolam,triazolam,False,True, pill,11,False
3024,xanax,alprazolam,alprazolam,True,True,,1,True
3025,alprazolom,alprazolam,alprazolam,True,True,,6,True
3026,alprazospan,alprazolam,False,False,False,,-1,False
3027,alprozalam,alprazolam,alprazolam,True,True,,1,True
3028,azalphazolam,alprazolam,False,False,True,,2,False
3029,Calma,alprazolam,False,False,False,,-1,False
3030,Helex,alprazolam,azelaic_acid,False,True, pill,7,True
3031,Niravam,alprazolam,alprazolam,True,True,,2,True
3032,Paxam,alprazolam,benfluorex,False,False,,-1,False
3033,Prazolan,alprazolam,False,False,True,,12,False
3034,Ralozam,alprazolam,False,False,True,,3,True
